Organization Name,Contact Email,Profile URL,Outreach Message Body
"African Student Organization (URI STUDENT SENATE)",aso@rhodysenate.org,https://urinvolved.uri.edu/organization/aso,"
Subject: Proper Member Management & Campus-Wide Visibility for African Student Organization (URI STUDENT SENATE)

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like African Student Organization (URI STUDENT SENATE).

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how African Student Organization (URI STUDENT SENATE) can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"Bird Watching Club (URI STUDENT SENATE)",birdwatching@rhodysenate.org,https://urinvolved.uri.edu/organization/birdwatching,"
Subject: Proper Member Management & Campus-Wide Visibility for Bird Watching Club (URI STUDENT SENATE)

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like Bird Watching Club (URI STUDENT SENATE).

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how Bird Watching Club (URI STUDENT SENATE) can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"Society of Women Engineers (PENDING AFFILIATE/ACADEMIC)",rhodyswe@gmail.com,https://urinvolved.uri.edu/organization/swe,"
Subject: Proper Member Management & Campus-Wide Visibility for Society of Women Engineers (PENDING AFFILIATE/ACADEMIC)

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like Society of Women Engineers (PENDING AFFILIATE/ACADEMIC).

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how Society of Women Engineers (PENDING AFFILIATE/ACADEMIC) can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"College Democrats (URI STUDENT SENATE)",democrats@etal.uri.edu,https://urinvolved.uri.edu/organization/democrats,"
Subject: Proper Member Management & Campus-Wide Visibility for College Democrats (URI STUDENT SENATE)

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like College Democrats (URI STUDENT SENATE).

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how College Democrats (URI STUDENT SENATE) can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"Italian Club (URI STUDENT SENATE)",italianclub@rhodysenate.org,https://urinvolved.uri.edu/organization/italianclub,"
Subject: Proper Member Management & Campus-Wide Visibility for Italian Club (URI STUDENT SENATE)

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like Italian Club (URI STUDENT SENATE).

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how Italian Club (URI STUDENT SENATE) can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"Geology Club (URI Student Senate)",urigeoclub@gmail.com,https://urinvolved.uri.edu/organization/geology,"
Subject: Proper Member Management & Campus-Wide Visibility for Geology Club (URI Student Senate)

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like Geology Club (URI Student Senate).

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how Geology Club (URI Student Senate) can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"URI Habitat for Humanity (URI STUDENT SENATE)",urihabitat@gmail.com,https://urinvolved.uri.edu/organization/habitat,"
Subject: Proper Member Management & Campus-Wide Visibility for URI Habitat for Humanity (URI STUDENT SENATE)

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like URI Habitat for Humanity (URI STUDENT SENATE).

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how URI Habitat for Humanity (URI STUDENT SENATE) can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"URI Scuba Club (URI STUDENT SENATE)",scubaclub@rhodysenate.org,https://urinvolved.uri.edu/organization/scuba,"
Subject: Proper Member Management & Campus-Wide Visibility for URI Scuba Club (URI STUDENT SENATE)

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like URI Scuba Club (URI STUDENT SENATE).

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how URI Scuba Club (URI STUDENT SENATE) can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"Rhody Round-up Line Dancing (URI STUDENT SENATE)",linedancing@rhodysenate.org,https://urinvolved.uri.edu/organization/linedancing,"
Subject: Proper Member Management & Campus-Wide Visibility for Rhody Round-up Line Dancing (URI STUDENT SENATE)

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like Rhody Round-up Line Dancing (URI STUDENT SENATE).

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how Rhody Round-up Line Dancing (URI STUDENT SENATE) can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"Student Investment Fund",charles_reilly@uri.edu,https://urinvolved.uri.edu/organization/urisif,"
Subject: Proper Member Management & Campus-Wide Visibility for Student Investment Fund

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like Student Investment Fund.

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how Student Investment Fund can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"The Fashion Merchandising Society ",fms@rhodysenate.org,https://urinvolved.uri.edu/organization/fms_uri,"
Subject: Proper Member Management & Campus-Wide Visibility for The Fashion Merchandising Society 

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like The Fashion Merchandising Society .

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how The Fashion Merchandising Society  can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"URI Counseling Center",ccalise@uri.edu,https://urinvolved.uri.edu/organization/counseling,"
Subject: Proper Member Management & Campus-Wide Visibility for URI Counseling Center

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like URI Counseling Center.

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how URI Counseling Center can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"Honors Program",urihonors@etal.uri.edu,https://urinvolved.uri.edu/organization/honors,"
Subject: Proper Member Management & Campus-Wide Visibility for Honors Program

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like Honors Program.

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how Honors Program can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"Rhody Racing",urisae@etal.uri.edu,https://urinvolved.uri.edu/organization/formula-sae,"
Subject: Proper Member Management & Campus-Wide Visibility for Rhody Racing

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like Rhody Racing.

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how Rhody Racing can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"Association of Latino Professionals For America",aliralozano@uri.edu,https://urinvolved.uri.edu/organization/alpfa,"
Subject: Proper Member Management & Campus-Wide Visibility for Association of Latino Professionals For America

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like Association of Latino Professionals For America.

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how Association of Latino Professionals For America can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"American Association of Textile Chemists and Colorists URI Student Chapter",rae.koch@uri.edu,https://urinvolved.uri.edu/organization/aatcc,"
Subject: Proper Member Management & Campus-Wide Visibility for American Association of Textile Chemists and Colorists URI Student Chapter

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like American Association of Textile Chemists and Colorists URI Student Chapter.

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how American Association of Textile Chemists and Colorists URI Student Chapter can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"Chinese Games Club (URI STUDENT SENATE)",chinesegames@rhodysenate.org,https://urinvolved.uri.edu/organization/urichinesegamesclub,"
Subject: Proper Member Management & Campus-Wide Visibility for Chinese Games Club (URI STUDENT SENATE)

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like Chinese Games Club (URI STUDENT SENATE).

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how Chinese Games Club (URI STUDENT SENATE) can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"The Lego Club (URI STUDENT SENATE)",legoclub@rhodysenate.org,https://urinvolved.uri.edu/organization/legoclub,"
Subject: Proper Member Management & Campus-Wide Visibility for The Lego Club (URI STUDENT SENATE)

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like The Lego Club (URI STUDENT SENATE).

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how The Lego Club (URI STUDENT SENATE) can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"NORD Students for Rare (URI STUDENT SENATE)",rhodysenate@uri.edu,https://urinvolved.uri.edu/organization/nordrare,"
Subject: Proper Member Management & Campus-Wide Visibility for NORD Students for Rare (URI STUDENT SENATE)

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like NORD Students for Rare (URI STUDENT SENATE).

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how NORD Students for Rare (URI STUDENT SENATE) can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"Powerful Independent Notoriously Knowledgeable Women (PINK) (URI STUDENT SENATE)",pinkwomen@rhodysenate.org,https://urinvolved.uri.edu/organization/pink,"
Subject: Proper Member Management & Campus-Wide Visibility for Powerful Independent Notoriously Knowledgeable Women (PINK) (URI STUDENT SENATE)

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like Powerful Independent Notoriously Knowledgeable Women (PINK) (URI STUDENT SENATE).

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how Powerful Independent Notoriously Knowledgeable Women (PINK) (URI STUDENT SENATE) can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"Neuroscience Club (URI STUDENT SENATE)",neuroscience@rhodysenate.org,https://urinvolved.uri.edu/organization/neuroscienceclub,"
Subject: Proper Member Management & Campus-Wide Visibility for Neuroscience Club (URI STUDENT SENATE)

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like Neuroscience Club (URI STUDENT SENATE).

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how Neuroscience Club (URI STUDENT SENATE) can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"Psychology Club (URI STUDENT SENATE)",abongiovanni@uri.edu,https://urinvolved.uri.edu/organization/psychology-club,"
Subject: Proper Member Management & Campus-Wide Visibility for Psychology Club (URI STUDENT SENATE)

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like Psychology Club (URI STUDENT SENATE).

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how Psychology Club (URI STUDENT SENATE) can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"WRIU 90.3 FM Radio (URI STUDENT SENATE)",kggood9@uri.edu,https://urinvolved.uri.edu/organization/wriu,"
Subject: Proper Member Management & Campus-Wide Visibility for WRIU 90.3 FM Radio (URI STUDENT SENATE)

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like WRIU 90.3 FM Radio (URI STUDENT SENATE).

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how WRIU 90.3 FM Radio (URI STUDENT SENATE) can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"Timmy Global Health (URI STUDENT SENATE)",timmyglobal@rhodysenate.org,https://urinvolved.uri.edu/organization/timmy-global-health,"
Subject: Proper Member Management & Campus-Wide Visibility for Timmy Global Health (URI STUDENT SENATE)

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like Timmy Global Health (URI STUDENT SENATE).

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how Timmy Global Health (URI STUDENT SENATE) can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"Rhody Rhapsodies (URI STUDENT SENATE)",rhodyrhapsodyuri@gmail.com,https://urinvolved.uri.edu/organization/rhodyrhapsodies,"
Subject: Proper Member Management & Campus-Wide Visibility for Rhody Rhapsodies (URI STUDENT SENATE)

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like Rhody Rhapsodies (URI STUDENT SENATE).

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how Rhody Rhapsodies (URI STUDENT SENATE) can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"Women in Finance",deborah_imondi@uri.edu,https://urinvolved.uri.edu/organization/wif,"
Subject: Proper Member Management & Campus-Wide Visibility for Women in Finance

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like Women in Finance.

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how Women in Finance can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"URI Fencing (URI STUDENT SENATE)",fencing@rhodysenate.org,https://urinvolved.uri.edu/organization/fencing,"
Subject: Proper Member Management & Campus-Wide Visibility for URI Fencing (URI STUDENT SENATE)

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like URI Fencing (URI STUDENT SENATE).

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how URI Fencing (URI STUDENT SENATE) can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"NMDP Chapter of URI",lchatragadda@uri.edu,https://urinvolved.uri.edu/organization/nmdp,"
Subject: Proper Member Management & Campus-Wide Visibility for NMDP Chapter of URI

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like NMDP Chapter of URI.

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how NMDP Chapter of URI can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"Office of Fellowships@URI",keegan.scott@uri.edu,https://urinvolved.uri.edu/organization/fellowships,"
Subject: Proper Member Management & Campus-Wide Visibility for Office of Fellowships@URI

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like Office of Fellowships@URI.

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how Office of Fellowships@URI can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"Office of New Student Transitions",rhode2ram@uri.edu,https://urinvolved.uri.edu/organization/new-student-transitions,"
Subject: Proper Member Management & Campus-Wide Visibility for Office of New Student Transitions

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like Office of New Student Transitions.

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how Office of New Student Transitions can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"URI ROTC CRAMERS SABERS BATTALION",urirotc@etal.uri.edu,https://urinvolved.uri.edu/organization/rotc,"
Subject: Proper Member Management & Campus-Wide Visibility for URI ROTC CRAMERS SABERS BATTALION

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like URI ROTC CRAMERS SABERS BATTALION.

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how URI ROTC CRAMERS SABERS BATTALION can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"URI Library Innovation Labs",bryan_smith@uri.edu,https://urinvolved.uri.edu/organization/innovation,"
Subject: Proper Member Management & Campus-Wide Visibility for URI Library Innovation Labs

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like URI Library Innovation Labs.

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how URI Library Innovation Labs can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"Office of International Education & National Student Exchange",oie@uri.edu,https://urinvolved.uri.edu/organization/oie,"
Subject: Proper Member Management & Campus-Wide Visibility for Office of International Education & National Student Exchange

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like Office of International Education & National Student Exchange.

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how Office of International Education & National Student Exchange can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"Health Services",jessica.greene@uri.edu,https://urinvolved.uri.edu/organization/health-services,"
Subject: Proper Member Management & Campus-Wide Visibility for Health Services

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like Health Services.

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how Health Services can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"Transfer Success Services",rooney@uri.edu,https://urinvolved.uri.edu/organization/transferresourcecenter,"
Subject: Proper Member Management & Campus-Wide Visibility for Transfer Success Services

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like Transfer Success Services.

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how Transfer Success Services can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"URI Disc Golf Club",andrew_baccari@my.uri.edu,https://urinvolved.uri.edu/organization/discgolf,"
Subject: Proper Member Management & Campus-Wide Visibility for URI Disc Golf Club

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like URI Disc Golf Club.

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how URI Disc Golf Club can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"Pre-Physician Assistant Club (URI STUDENT SENATE)",paclub@rhodysenate.org,https://urinvolved.uri.edu/organization/pre-paclub,"
Subject: Proper Member Management & Campus-Wide Visibility for Pre-Physician Assistant Club (URI STUDENT SENATE)

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like Pre-Physician Assistant Club (URI STUDENT SENATE).

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how Pre-Physician Assistant Club (URI STUDENT SENATE) can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"Rhody Drag and Makeup Club (URI STUDENT SENATE)",rhodydragmakeup@rhodysenate.org,https://urinvolved.uri.edu/organization/rhodydragmakeup,"
Subject: Proper Member Management & Campus-Wide Visibility for Rhody Drag and Makeup Club (URI STUDENT SENATE)

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like Rhody Drag and Makeup Club (URI STUDENT SENATE).

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how Rhody Drag and Makeup Club (URI STUDENT SENATE) can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
"Rhody Ridiculousness (URI STUDENT SENATE)",Rhodyridiculousness@rhodysenate.org,https://urinvolved.uri.edu/organization/rhodyridiculousness,"
Subject: Proper Member Management & Campus-Wide Visibility for Rhody Ridiculousness (URI STUDENT SENATE)

Hi there,

We're students here at URI and we've built **Bonded**, a campus-exclusive network designed specifically for student organizations like Rhody Ridiculousness (URI STUDENT SENATE).

We noticed that managing members and getting the word out about events across campus can be a challenge. With Bonded, you can:
- **Properly manage your members** in one dedicated space.
- **Sync your calendar and setup events** that are visible to the entire school in one centralized place.
- **Increase engagement** with students who are actually looking for organizations like yours.

We'd love to set up a quick meeting to show you how Rhody Ridiculousness (URI STUDENT SENATE) can benefit from being on Bonded.

Best,
The Bonded Team (URI Students)
https://getbonded.app (Example Link)
"
